source_id,query_id,source_type,search_platform,original_title,english_working_title,author_or_institution,year,doi,stable_url,publisher_or_host,language,document_type,study_area,population_group,core_topic,method_or_data_type,verified_status,overlap_category,matrix_destination,translation_needed,manual_check_needed,notes
R02_JSTAGE_196,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",愛知県に在住するスペイン語圏の南米地域出身者におけるスペイン語対応の医療機関に関する情報行動と関連する要因,"A quantitative analysis of information-seeking behaviors regarding medical institutions with Spanish language support among South American Spanish-speaking migrants in Aichi Prefecture, Japan",高久 道子,2015,10.11236/jph.62.11_684,https://www.jstage.jst.go.jp/article/jph/62/11/62_14-002/_article/-char/ja/,日本公衆衛生雑誌,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_197,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",消防機関所属の救急救命士が抱く英語のとらえ方；外国人傷病者対応と医学英語教育の現状と課題,A survey on the perception of medical English by Japanese emergency life-saving technicians in the fire department : The present situation and issues of medical English education and the care for foreign patients,三芳 智伸,2025,10.60239/jsels.5.1_41,https://www.jstage.jst.go.jp/article/jsels/5/1/5_5.1_41/_article/-char/ja/,救急救命士ジャーナル,ja,Article,,foreign residents,foreign_resident;service,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;service; manual verification required
R02_JSTAGE_198,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",日本在住外国人の死亡率：示唆されたヘルシー・マイグラント効果,Mortality rates of foreign national residents in Japan: comparison with the Japanese population and a possible healthy migrant effect,小堀 栄子,2017,10.11236/jph.64.12_707,https://www.jstage.jst.go.jp/article/jph/64/12/64_17-029/_article/-char/ja/,日本公衆衛生雑誌,ja,Article,Japan,foreign residents,foreign_resident;japan,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;japan; manual verification required
R02_JSTAGE_199,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",全国自治体病院対象の医療通訳者ニーズ調査,The need for medical interpreters: a questionnaire survey of municipal hospitals in Japan,濱井 妙子,2017,10.11236/jph.64.11_672,https://www.jstage.jst.go.jp/article/jph/64/11/64_17-008/_article/-char/ja/,日本公衆衛生雑誌,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_200,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",転機を迎えた在日外国入医療,,,2006,10.11391/aidsr1999.8.258,https://www.jstage.jst.go.jp/article/aidsr1999/8/4/8_4_258/_article/-char/ja/,日本エイズ学会誌,ja,Article,Japan,,japan;service,NA,partial,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_201,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",外国人介護職者における就労意向・バーンアウトおよびコミュニケーション能力の特徴に関する研究,"Characteristics of work intention, burnout, and communication skills in foreign nursing care workers",亀山 純子,2019,10.11236/jph.66.1_38,https://www.jstage.jst.go.jp/article/jph/66/1/66_18-007/_article/-char/ja/,日本公衆衛生雑誌,ja,Article,Japan,foreign residents,foreign_resident;japan,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;japan; manual verification required
R02_JSTAGE_202,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",在日外国人の育児に関する文献検討,A review of literature about the child-rearing of foreigners in Japan,羅 云潔,2020,10.20625/jschn.29_59,https://www.jstage.jst.go.jp/article/jschn/29/0/29_29_59/_article/-char/ja/,日本小児看護学会誌,ja,Article,Japan,foreign residents,foreign_resident;japan,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;japan; manual verification required
R02_JSTAGE_203,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",ラオスにおける産後の伝統的プラクティスの 日本の産科医療施設での実践可能性,POSSIBILITY OF CONDUCTING TRADITIONAL LAOTIAN POSTPARTUM PRACTICES AT JAPANESE OBSTETRICS MEDICAL FACILITIES,齋藤 恵子,2019,10.20681/hwelfare.25.2_3,https://www.jstage.jst.go.jp/article/hwelfare/25/2/25_3/_article/-char/ja/,日本保健福祉学会誌,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_204,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",日本の在住外国人における医療アクセスが困難な人の特徴とアクセス抑制因子および効果的な支援策に関する混合研究,A mixed methods study on specifying the inhibitory factors to access medical services and effective support for foreign residents living in Japan,森田 直美,2021,10.11197/jaih.36.107,https://www.jstage.jst.go.jp/article/jaih/36/3/36_107/_article/-char/ja/,国際保健医療,ja,Article,Japan,foreign residents,foreign_resident;japan;service,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;japan;service; manual verification required
R02_JSTAGE_205,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",外国人患者とのコミュニケーションツール開発,Tool Development for the communication with patients coming from overseas countries,角田 由美子,2015,10.11239/jsmbe.53.S358,https://www.jstage.jst.go.jp/article/jsmbe/53/Supplement/53_S358/_article/-char/ja/,生体医工学,ja,Article,,foreign residents,foreign_resident,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident; manual verification required
R02_JSTAGE_206,R02-Q13,academic_metadata,"J-STAGE WebAPI (service=3, text search)",グローバルな視点で活躍できる薬剤師を育てるために─北海道科学大学薬学部での試み─,,黒澤 菜穂子,2019,10.32160/yakkyoku.ra.2019-0001,https://www.jstage.jst.go.jp/article/yakkyoku/11/1/11_ra.2019-0001/_article/-char/ja/,薬局薬学,ja,Article,,,none,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=none; manual verification required
R02_JSTAGE_207,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",外国人家族の《見えない》子育てニーズと資源仲介組織の役割―外国人散在地域におけるフィールド調査からの政策提言―,‘Invisible’ Parenting Needs of Immigrant Families and the Role of Resource Brokering Organizations: Policy Implication from Fieldwork of Neighborhood with Few Immigrant Population,額賀 美紗子,2019,10.34347/iesj.49.0_44,https://www.jstage.jst.go.jp/article/iesj/49/0/49_44/_article/-char/ja/,異文化間教育,ja,Article,,foreign residents,foreign_resident;service,NA,unverified,official_policy_context,official_source_registry.csv (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;service; manual verification required
R02_JSTAGE_208,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",政策的視点からの異文化間教育研究―成果と展望―,Intercultural Education Research from Policy Perspectives: Current Outcomes and Future Prospects,工藤 和宏,2019,10.34347/iesj.49.0_1,https://www.jstage.jst.go.jp/article/iesj/49/0/49_1/_article/-char/ja/,異文化間教育,ja,Article,,,service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=service; manual verification required
R02_JSTAGE_209,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",多文化共生保育に関わる保育者養成の現状と課題,Trend and Issues Confronting Education for Multicultural Child Care,白石 雅紀,2021,10.24603/tfumhk.7.0_69,https://www.jstage.jst.go.jp/article/tfumhk/7/0/7_69/_article/-char/ja/,未来の保育と教育　― 東京未来大学保育・教職センター紀要 ―,ja,Article,Tokyo/Japan,,service;tokyo,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=service;tokyo; manual verification required
R02_JSTAGE_210,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",多文化社会と教育支援II : 現状と課題(自主シンポジウムG3),,佐野 秀樹,2009,10.20587/pamjaep.51.0_S134,https://www.jstage.jst.go.jp/article/pamjaep/51/0/51_S134/_article/-char/ja/,日本教育心理学会総会発表論文集,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_211,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",地域日本語教室で「学習支援」と「相互理解」は両立するか,Compatibility between ‘learning support’ and ‘mutual understanding’ in community-based Japanese language classes,萬浪 絵理,2016,10.14960/gbkkg.14.33,https://www.jstage.jst.go.jp/article/gbkkg/14/0/14_33/_article/-char/ja/,言語文化教育研究,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_212,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",佐久間孝正著『多国籍化する日本の学校――教育グローバル化の衝撃』,,清水 睦美,2016,10.4057/jsr.67.496,https://www.jstage.jst.go.jp/article/jsr/67/4/67_496/_article/-char/ja/,社会学評論,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_213,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",就学前児童への外国人親の母語の継承における社会心理的要因,Socio-psychological factors in passing on a mother tongue to preschool children,ゴロウィナ クセーニヤ,2017,10.14960/gbkkg.15.92,https://www.jstage.jst.go.jp/article/gbkkg/15/0/15_92/_article/-char/ja/,言語文化教育研究,ja,Article,,foreign residents,foreign_resident;service,NA,unverified,official_policy_context,official_source_registry.csv (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;service; manual verification required
R02_JSTAGE_214,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",異文化間教育　文献目録　39,,花井 理香,2014,10.34347/iesj.39.0_126,https://www.jstage.jst.go.jp/article/iesj/39/0/39_126/_article/-char/ja/,異文化間教育,ja,Article,,,service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=service; manual verification required
R02_JSTAGE_215,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",ドメスティックバイオレンス被害を有する 移住外国人女性の複合的課題の研究,STUDY OF COMPLEX PROBLEMS AMONG MIGRANT WOMEN WITH VICTIM OF DOMESTIC VIOLENCE,南野 奈津子,2016,10.20681/hwelfare.23.1_15,https://www.jstage.jst.go.jp/article/hwelfare/23/1/23_15/_article/-char/ja/,日本保健福祉学会誌,ja,Article,Japan,foreign residents,foreign_resident;japan;service,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;japan;service; manual verification required
R02_JSTAGE_216,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",外国人子ども支援における行政機関とNPO に関する一考察,A Consideration on the support for foreign children by administrative agencies and NPOs,高橋  泉,2024,10.32137/kyosei.15.0_17,https://www.jstage.jst.go.jp/article/kyosei/15/0/15_17/_article/-char/ja/,共生科学,ja,Article,,foreign residents,foreign_resident;service,NA,unverified,official_policy_context,official_source_registry.csv (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;service; manual verification required
R02_JSTAGE_217,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",日本において乳児保育を利用する外国籍の保護者の困難感,Difficulties of foreign parents who use infant day care in Japan,西村 実穂,2023,10.24603/tfumhk.10.0_95,https://www.jstage.jst.go.jp/article/tfumhk/10/0/10_95/_article/-char/ja/,未来の保育と教育　― 東京未来大学保育・教職センター紀要 ―,ja,Article,Tokyo/Japan,foreign residents,foreign_resident;japan;service;tokyo,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;japan;service;tokyo; manual verification required
R02_JSTAGE_218,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",就学前教育・保育の視点から教育格差を考える―言語文化的に多様な子どもたちと接続期の支援―,The Educational Gap in Preprimary Education and Childcare: Accessibility to Family Support and Early Childhood Education and Care,内田 千春,2021,10.34347/iesj.54.0_19,https://www.jstage.jst.go.jp/article/iesj/54/0/54_19/_article/-char/ja/,異文化間教育,ja,Article,,,service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=service; manual verification required
R02_JSTAGE_219,R02-Q14,academic_metadata,"J-STAGE WebAPI (service=3, text search)",少子・超高齢化社会における活力あるコミュニティの形成研究（1）,Research on the Formation of Vibrant Communities in an Aging Society With a Low Birth Rate (1st Report),髙野 良子,2018,10.24683/uekusad.10.0_123_16,https://www.jstage.jst.go.jp/article/uekusad/10/0/10_123_16/_article/-char/ja/,植草学園大学研究紀要,ja,Article,,,none,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=none; manual verification required
R02_JSTAGE_220,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",留学生支援と交流活性化に特化したインフォーマル情報を利活用するSNSの構築,A SNS System for Using Informal Information to Support Exchange Students and Increase International Communication,山内 弘一,2011,10.14926/jsise.28.80,https://www.jstage.jst.go.jp/article/jsise/28/1/28_80/_article/-char/ja/,教育システム情報学会誌,ja,Article,,,service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=service; manual verification required
R02_JSTAGE_221,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",外国人留学生の健康 : 大学における現状と課題(&lt;学会特集&gt;第18回学術集会),,田口(袴田) 理恵,2006,10.20681/hwelfare.12.2_9,https://www.jstage.jst.go.jp/article/hwelfare/12/2/12_KJ00007504863/_article/-char/ja/,日本保健福祉学会誌,ja,Article,Japan,foreign residents,foreign_resident;japan;service,NA,unverified,B_partial_overlap_candidate,gap_verification_matrix.csv (pending manual verification),yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;japan;service; manual verification required
R02_JSTAGE_222,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",「地域包括ケアシステム」と介護職チームのリーダー：認定介護福祉士（仮称）の創設,Community-Based Integrated Care in Japan and Team Leader in Care Working and Management,太田 貞司,2015,10.60272/jjahc.19.1_16,https://www.jstage.jst.go.jp/article/jjahc/19/1/19_16/_article/-char/ja/,日本在宅ケア学会誌,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_223,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",在日外国人の地域支援,Community care in a Town where a lot of Korean in Japan Lives,魁生 由美子,2020,10.50885/shabyo.35.0_5,https://www.jstage.jst.go.jp/article/shabyo/35/0/35_5/_article/-char/ja/,現代の社会病理,ja,Article,,foreign residents,foreign_resident;service,NA,unverified,official_policy_context,official_source_registry.csv (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;service; manual verification required
R02_JSTAGE_224,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",ポストコロナ時代の社会政策課題,Social Policy Issues in the Post-Pandemic Era,村川 浩一,2022,10.15081/soes.44.0_30,https://www.jstage.jst.go.jp/article/soes/44/0/44_30/_article/-char/ja/,経済社会学会年報,ja,Article,,,none,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=none; manual verification required
R02_JSTAGE_225,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",大都市中心部に位置する公営住宅における高齢者の買物行動の変化に関する研究,A STUDY ON THE CHANGES IN THE SHOPPING BEHAVIOR OF THE ELDERLY IN PUBLIC HOUSING LOCATED IN THE METROPOLITAN CENTER,古賀 繭子,2016,10.3130/aija.81.551,https://www.jstage.jst.go.jp/article/aija/81/721/81_551/_article/-char/ja/,日本建築学会計画系論文集,ja,Article,Japan,,housing;japan,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=housing;japan; manual verification required
R02_JSTAGE_226,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",実践報告②　コロナ禍の介護・生活支援：ネットワークの分断と創出,,堀 崇樹,2022,10.34373/jracdj.16,https://www.jstage.jst.go.jp/article/jracdj/13/0/13_16/_article/-char/ja/,地域福祉実践研究,ja,Article,,,service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=service; manual verification required
R02_JSTAGE_227,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",在留中国人高齢者の健康に関する思い,Health Perspective of Elderly Chinese Migrants in Japan:,姚 利,2022,10.24658/bunkakango.14.1_1_21,https://www.jstage.jst.go.jp/article/bunkakango/14/1/14_1_21/_article/-char/ja/,文化看護学会誌,ja,Article,,Chinese residents,chinese,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=chinese; manual verification required
R02_JSTAGE_228,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",簡易宿泊所密集地区における福祉機能転用の実態と課題,THE CURRENT STATUS AND PROBLEMS OF CONVERSION INTO WELFARE FACILITY IN FLOPHOUSE AREAS,大野 和彦,2018,10.3130/aija.83.63,https://www.jstage.jst.go.jp/article/aija/83/743/83_63/_article/-char/ja/,日本建築学会計画系論文集,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_229,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",高齢者福祉部門,Senior Citizen’s Welfare,大和 三重,2023,10.24469/jssw.64.3_158,https://www.jstage.jst.go.jp/article/jssw/64/3/64_158/_article/-char/ja/,社会福祉学,ja,Article,,,service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=service; manual verification required
R02_JSTAGE_230,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",障害のある人の住まいの確保 : 「バリアフリーに関する配慮がなされた民間賃貸住宅」に居住する車いすユーザと生活支援サービス提供事業者に対する面接調査から,Securing houses for the physically handicapped : From investigation interviewing wheelchair users living in &quot;barrier-free apartment&quot; and livelihood support service providers,小板橋 恵美子,2007,10.24528/lifology.12.0_66,https://www.jstage.jst.go.jp/article/lifology/12/0/12_KJ00007754812/_article/-char/ja/,生活学論叢,ja,Article,,,housing;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=housing;service; manual verification required
R02_JSTAGE_231,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",経済連携協定（EPA）に基づく外国人看護師候補者の受入れにみられる大都市集中傾向,EPA Nurse Candidates Concentrated in Metropolitan Areas:Case Study of the Tokyo Metropolitan Area,斉藤 美沙季,2020,10.5190/tga.72.3_143,https://www.jstage.jst.go.jp/article/tga/72/3/72_143/_article/-char/ja/,季刊地理学,ja,Article,,foreign residents,foreign_resident,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident; manual verification required
R02_JSTAGE_232,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",地域包括支援センター職員の高齢在留外国人対応における通訳利用に対する意識,Perception of use of interpreters for foreign older adults among care providers working at community general support centers,相原 洋子,2021,10.34393/rousha.43.1_59,https://www.jstage.jst.go.jp/article/rousha/43/1/43_59/_article/-char/ja/,老年社会科学,ja,Article,,foreign residents,foreign_resident;service,NA,unverified,official_policy_context,official_source_registry.csv (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=foreign_resident;service; manual verification required
R02_JSTAGE_233,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",介護人材の育成の取り組みと今後の方向性,Efforts and future directions for the development of care workers,公益社団法人 日本介護福祉士会,2024,10.57436/jarcw.31.2_140,https://www.jstage.jst.go.jp/article/jarcw/31/2/31_140/_article/-char/ja/,介護福祉学,ja,Article,Japan,,japan;service,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=japan;service; manual verification required
R02_JSTAGE_234,R02-Q15,academic_metadata,"J-STAGE WebAPI (service=3, text search)",第3報告 「死のうとしたが死ねなかった」一度失敗したらもう終わり 反貧困ネットワーク 支援現場からの報告,,瀬戸 大作,2022,NA,https://www.jstage.jst.go.jp/article/coopstudies/42/1/42_18/_article/-char/ja/,協同組合研究,ja,Article,,,service,NA,partial,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-E; concepts=service; manual verification required
R02_JSTAGE_235,R02-Q16,academic_metadata,"J-STAGE WebAPI (service=3, text search)",,,,NA,NA,NA,,ja,Article,,,none,NA,partial,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=none; manual verification required
R02_JSTAGE_236,R02-Q17,academic_metadata,"J-STAGE WebAPI (service=3, text search)",ドイツ『空間整備報告書2017 年版―生活基盤の維持』の紹介,,森川 洋,2019,10.32245/urbangeography.14.0_127,https://www.jstage.jst.go.jp/article/urbangeography/14/0/14_127/_article/-char/ja/,都市地理学,ja,Article,,,spatial_method,spatial_method,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=spatial_method; manual verification required
R02_JSTAGE_237,R02-Q17,academic_metadata,"J-STAGE WebAPI (service=3, text search)",ベトナム中部高原のダム水没移転計画における農地と住宅,Farmland and housing in resettlement plan caused by dam construction in Vietnam's Central Highlands,新江 利彦,2005,10.2750/arp.24.S79,https://www.jstage.jst.go.jp/article/arp/24/Special_Issue/24_Special_Issue_S79/_article/-char/ja/,農村計画学会誌,ja,Article,,,housing,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=housing; manual verification required
R02_JSTAGE_238,R02-Q17,academic_metadata,"J-STAGE WebAPI (service=3, text search)","Leslie J. Bank, Dorrit Posel and Francis Wilson, eds. <i>Migrant Labour after Apartheid: The Inside Story</i>. Cape Town: HSRC Press 2020 xii+404 p.",,佐藤 千鶴子,2022,10.24765/africareport.60.0_45,https://www.jstage.jst.go.jp/article/africareport/60/0/60_45/_article/-char/ja/,アフリカレポート,ja,Article,,,none,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=none; manual verification required
R02_JSTAGE_239,R02-Q17,academic_metadata,"J-STAGE WebAPI (service=3, text search)",「移民」の生活問題と多文化共生社会の形成における社会福祉の役割(学会企画シンポジウム グローバル化の中の社会福祉:貧困・格差・排除を超えて),Livelihood Problems of Immigrant and Role of Social Welfare in Creating Multicultural Symbiotic Society(Symposium),朝倉 美江,2010,10.24469/jssw.51.2_104,https://www.jstage.jst.go.jp/article/jssw/51/2/51_KJ00006580165/_article/-char/ja/,社会福祉学,ja,Article,,foreign residents,foreign_resident;service,NA,unverified,E_background_candidate,background (pending verification),no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=foreign_resident;service; manual verification required
R02_JSTAGE_240,R02-Q17,academic_metadata,"J-STAGE WebAPI (service=3, text search)",自治体主導型日本語学校の制度設計と政策過程―五島市『日本語学校（仮称）開設事業候補者募集要項』（2019）の分析―,Institutional Design and Policy Process of Municipality-Led Japanese Language Schools: An Analysis of the City of Goto’s Request for Proposals for the Establishment of a Japanese Language School (Provisional Name) (2019),小原 篤次,2026,10.57278/wiapstokyu.53.0_11,https://www.jstage.jst.go.jp/article/wiapstokyu/53/0/53_11/_article/-char/ja/,アジア太平洋討究,ja,Article,Japan,,japan,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=japan; manual verification required
R02_JSTAGE_241,R02-Q17,academic_metadata,"J-STAGE WebAPI (service=3, text search)",岩崎信彦、ケリ・ビーチ、宮島喬、ロジャー・グッドマン、油井清光編『海外における日本人　日本のなかの外国人 ──グローバルな移民流動とエスノスケープ──』（昭和堂、2003年）,,岩崎 信彦,2004,10.20737/jarcs.16.0_177,https://www.jstage.jst.go.jp/article/jarcs/16/0/16_177/_article/-char/ja/,地域社会学会年報,ja,Article,Japan,foreign residents,foreign_resident;japan,NA,unverified,E_background_candidate,background (pending verification),yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=foreign_resident;japan; manual verification required
R02_JSTAGE_242,R02-Q17,academic_metadata,"J-STAGE WebAPI (service=3, text search)","「民族まつり」の展開と課題(第十四部会,&lt;特集&gt;第72回学術大会紀要)","Ethnic Festivals, Its Development and Issues(Section 14,THE PROCEEDINGS OF THE SEVENTY-SECOND ANNUAL CONVENTION OF THE JAPANESE ASSOCIATION FOR RELIGIOUS STUDIES)",飯田 剛史,2014,10.20716/rsjars.87.Suppl_470,https://www.jstage.jst.go.jp/article/rsjars/87/Suppl/87_KJ00009363055/_article/-char/ja/,宗教研究,ja,Article,,,none,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,no,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=none; manual verification required
R02_JSTAGE_243,R02-Q17,academic_metadata,"J-STAGE WebAPI (service=3, text search)",沖縄県那覇市への戦後移住の経験と現在,,菅沼 文乃,2020,10.14890/jasca.2020.0_A19,https://www.jstage.jst.go.jp/article/jasca/2020/0/2020_A19/_article/-char/ja/,日本文化人類学会研究大会発表要旨集,ja,Article,Japan,,japan,NA,unverified,hold_for_translation_or_manual_check,hold_pending_translation,yes,yes,J-STAGE WebAPI metadata-only triage round02; group=QG-F; concepts=japan; manual verification required
